time,force,rate
3436.4500000000003,60.083019145044055,38599.132420001726
3436.5,60.08261492212868,38599.76741955914
3436.55,60.08221072967489,38600.40241921608
3436.6000000000004,60.08180656609712,38601.03741897262
3436.65,60.0814024296894,38601.672418828835
3436.7000000000003,60.080998318622875,38602.30741878481
3436.75,60.0805942309571,38602.942418840634
3436.8,60.080190164651675,38603.57741899641
3436.8500000000004,60.07978611757762,38604.21241925223
3436.9,60.079382087527115,38604.84741960821
3436.9500000000003,60.07897807222135,38605.48242006446
3437.0,60.07857406931748,38606.117420621085
3437.05,60.07817008003843,38606.75242127803
3437.1000000000004,60.077766106602745,38607.38742203518
3437.15,60.07736215386464,38608.022422892274
3437.2000000000003,60.07695822751134,38608.65742384903
3437.25,60.07655433282458,38609.29242490519
3437.3,60.07615047432402,38609.92742606049
3437.3500000000004,60.07574665575024,38610.562427314755
3437.4,60.07534288101878,38611.197428667765
3437.4500000000003,60.074939153694004,38611.83243011934
3437.5,60.074535477224586,38612.4674316693
3437.55,60.074131854624994,38613.102433317465
3437.6000000000004,60.07372828839133,38613.7374350637
3437.65,60.07332478052258,38614.3724369079
3437.7000000000003,60.07292133256905,38615.00743884996
3437.75,60.07251794568331,38615.64244088983
3437.8,60.07211462066484,38616.27744302742
3437.8500000000004,60.071711357998865,38616.912445262715
3437.9,60.07130815788852,38617.54744759568
3437.9500000000003,60.07090502028333,38618.1824500263
3438.0,60.070501944902865,38618.817452554584
3438.05,60.07009893125805,38619.45245518053
3438.1000000000004,60.06969597866909,38620.08745790417
3438.15,60.0692930862822,38620.72246072552
3438.2000000000003,60.06889025308359,38621.35746364462
3438.25,60.06848747863796,38621.992466661475
3438.3,60.0680847625841,38622.62746977608
3438.3500000000004,60.06768210441875,38623.262472988456
3438.4,60.06727950344138,38623.897476298625
3438.4500000000003,60.06687695875417,38624.53247970663
3438.5,60.0664744692789,38625.16748321248
3438.55,60.066072034573274,38625.80248681621
3438.6000000000004,60.06566965427471,38626.437490517805
3438.65,60.06526732787041,38627.07249431729
